5501; REMICH                                  ; B; 0001; 0099; 28.07.2000
5505; CANACH                                  ; B; 0001; 0099; 28.07.2000
5506; REMERSCHEN                              ; B; 0001; 0099; 28.07.2000
5507; WORMELDANGE                             ; B; 0001; 0099; 28.07.2000
5511; REMICH                                  ; N; 0000; 0000; 28.07.2000
5512; REMICH                                  ; N; 0000; 0000; 28.07.2000
5513; REMICH                                  ; N; 0000; 0000; 28.07.2000
5514; REMICH                                  ; N; 0000; 0000; 28.07.2000
5515; REMICH                                  ; N; 0000; 0000; 28.07.2000
5516; REMICH                                  ; N; 0000; 0000; 28.07.2000
5517; REMICH                                  ; N; 0000; 0000; 28.07.2000
5518; REMICH                                  ; N; 0000; 0000; 28.07.2000
5519; REMICH                                  ; N; 0000; 0000; 28.07.2000
5520; REMICH                                  ; N; 0000; 0000; 28.07.2000
5521; REMICH                                  ; N; 0000; 0000; 28.07.2000
5522; REMICH                                  ; N; 0000; 0000; 28.07.2000
5523; REMICH                                  ; N; 0000; 0000; 02.02.2009
5530; REMICH                                  ; N; 0000; 0000; 28.07.2000
5531; REMICH                                  ; N; 0000; 0000; 28.07.2000
5532; REMICH                                  ; N; 0000; 0000; 28.07.2000
5533; REMICH                                  ; N; 0000; 0000; 28.07.2000
5534; REMICH                                  ; N; 0000; 0000; 28.07.2000
5535; REMICH                                  ; N; 0000; 0000; 28.07.2000
5536; REMICH                                  ; N; 0000; 0000; 28.07.2000
5537; REMICH                                  ; N; 0000; 0000; 28.07.2000
5538; REMICH                                  ; N; 0000; 0000; 28.07.2000
5539; REMICH                                  ; N; 0000; 0000; 28.07.2000
5540; REMICH                                  ; N; 0000; 0000; 28.07.2000
5544; REMICH                                  ; N; 0000; 0000; 05.03.2004
5548; REMICH                                  ; N; 0000; 0000; 03.01.2003
5549; REMICH                                  ; N; 0000; 0000; 28.07.2000
5550; REMICH                                  ; N; 0000; 0000; 28.07.2000
5551; REMICH                                  ; N; 0000; 0000; 28.07.2000
5552; REMICH                                  ; N; 0000; 0000; 28.07.2000
5553; REMICH                                  ; N; 0000; 0000; 28.07.2000
5554; REMICH                                  ; N; 0000; 0000; 28.07.2000
5555; REMICH                                  ; N; 0000; 0000; 28.07.2000
5556; REMICH                                  ; N; 0000; 0000; 28.07.2000
5557; REMICH                                  ; N; 0000; 0000; 28.07.2000
5558; REMICH                                  ; N; 0000; 0000; 28.07.2000
5559; REMICH                                  ; N; 0000; 0000; 28.07.2000
5560; REMICH                                  ; N; 0000; 0000; 28.07.2000
5561; REMICH                                  ; N; 0000; 0000; 28.07.2000
5570; REMICH                                  ; N; 0000; 0000; 28.07.2000
5571; REMICH                                  ; N; 0000; 0000; 28.07.2000
5572; REMICH                                  ; N; 0000; 0000; 28.07.2000
5573; REMICH                                  ; N; 0000; 0000; 28.07.2000
5574; REMICH                                  ; N; 0000; 0000; 28.07.2000
5575; REMICH                                  ; N; 0000; 0000; 28.07.2000
5576; REMICH                                  ; N; 0000; 0000; 28.07.2000
5577; REMICH                                  ; N; 0000; 0000; 28.07.2000
5601; MONDORF-LES-BAINS                       ; B; 0001; 0099; 28.07.2000
5602; MONDORF-LES-BAINS                       ; B; 0100; 0199; 28.07.2000
5605; DAHLEM                                  ; B; 0001; 0099; 28.07.2000
5610; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5611; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5612; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5613; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5614; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5615; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5616; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5617; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5618; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5619; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5620; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5626; MONDORFLESBAINS                         ; N; 0000; 0000; 09.03.2007
5627; MONDORFLESBAINS                         ; N; 0000; 0000; 11.09.2006
5628; MONDORF-LES-BAINS                       ; N; 0000; 0000; 29.02.2016
5629; MONDORFLESBAINS                         ; N; 0000; 0000; 09.03.2007
5630; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5631; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5632; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5633; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5634; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5635; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5636; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5637; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5638; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5639; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5640; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5650; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5651; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5652; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5653; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5654; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5655; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5656; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5657; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5658; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5659; MONDORFLESBAINS                         ; N; 0000; 0000; 28.07.2000
5670; ALTWIES                                 ; N; 0000; 0000; 28.07.2000
5671; ALTWIES                                 ; N; 0000; 0000; 28.07.2000
5675; BURMERANGE                              ; N; 0000; 0000; 28.07.2000
5680; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5681; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5682; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5683; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5684; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5685; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5686; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5687; DALHEIM                                 ; N; 0000; 0000; 28.07.2000
5690; ELLANGE                                 ; N; 0000; 0000; 28.07.2000
5691; ELLANGE                                 ; N; 0000; 0000; 30.07.2004
5692; ELVANGEMONDORF                          ; N; 0000; 0000; 28.07.2000
5693; ELVANGE                                 ; N; 0000; 0000; 28.07.2000
5695; EMERANGE                                ; N; 0000; 0000; 28.07.2000
5698; WELFRANGE                               ; N; 0000; 0000; 28.07.2000
5701; ASPELT                                  ; B; 0001; 0099; 28.07.2000
5710; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5711; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5712; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5713; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5714; ASPELT                                  ; N; 0000; 0000; 15.09.2006
5716; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5717; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5718; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5719; ASPELT                                  ; N; 0000; 0000; 18.04.2008
5720; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5721; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5722; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5723; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5730; ASPELT                                  ; N; 0000; 0000; 28.07.2000
5740; FILSDORF                                ; N; 0000; 0000; 28.07.2000
5741; FILSDORF                                ; N; 0000; 0000; 28.07.2000
5750; FRISANGE                                ; N; 0000; 0000; 28.07.2000
5751; FRISANGE                                ; N; 0000; 0000; 28.07.2000
5752; FRISANGE                                ; N; 0000; 0000; 28.07.2000
5753; FRISANGE                                ; N; 0000; 0000; 28.07.2000
5754; FRISANGE                                ; N; 0000; 0000; 28.07.2000
5755; FRISANGE                                ; N; 0000; 0000; 18.03.2008
5756; FRISANGE                                ; N; 0000; 0000; 19.05.2010
5760; HASSEL                                  ; N; 0000; 0000; 28.07.2000
5761; HASSEL                                  ; N; 0000; 0000; 28.07.2000
5762; HASSEL                                  ; N; 0000; 0000; 28.07.2000
5770; WEILERLATOUR                            ; N; 0000; 0000; 28.07.2000
5771; WEILERLATOUR                            ; N; 0000; 0000; 28.07.2000
5772; WEILERLATOUR                            ; N; 0000; 0000; 28.07.2000
5773; WEILERLATOUR                            ; N; 0000; 0000; 28.07.2000
5774; WEILERLATOUR                            ; N; 0000; 0000; 28.07.2000
5775; WEILER-LA-TOUR                          ; N; 0000; 0000; 05.01.2006
5776; WEILERLATOUR                            ; N; 0000; 0000; 13.05.2013
5801; HESPERANGE                              ; B; 0001; 0099; 28.07.2000
5808; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5809; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5810; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5811; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5812; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5813; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5814; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5815; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5816; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5817; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5818; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5819; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5820; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5821; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5822; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5823; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5824; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5825; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5826; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5827; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5828; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5829; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5830; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5831; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
5832; FENTANGE                                ; N; 0000; 0000; 28.07.2000
5833; ALZINGEN                                ; N; 0000; 0000; 28.07.2000
5834; HESPERANGE                              ; N; 0000; 0000; 28.07.2000
